id,name,grade,subject,marks
20361,Kavya Bose,9,Geography,79
20362,Vikram Nair,9,Computer Science,77
20363,Yash Trivedi,12,Geography,97
20364,Meera Chauhan,12,English,84
20365,Amit Joshi,9,Geography,36
20366,Sanya Mehta,11,Science,75
20367,Sanya Krishnan,10,Math,38
20368,Anjali Kulkarni,10,Science,44
20369,Vikram Mehta,11,Math,58
20370,Riya Krishnan,12,Computer Science,46
20371,Priya Verma,9,History,62
20372,Divya Gupta,11,History,99
20373,Vivek Joshi,9,English,79
20374,Dhruv Verma,12,Science,79
20375,Divya Bhat,12,Geography,75
20376,Amit Reddy,12,Math,84
20377,Nisha Verma,11,History,93
20378,Shreya Bhat,12,Science,60
20379,Arjun Bose,9,Geography,91
20380,Divya Pillai,11,Science,42
20381,Riya Thakur,11,Science,94
20382,Karan Thakur,12,English,98
20383,Priya Desai,9,English,62
20384,Gaurav Malhotra,10,History,45
20385,Shreya Krishnan,10,Geography,56
20386,Dhruv Sharma,10,Math,91
20387,Manav Shah,11,History,77
20388,Dhruv Choudhary,9,Geography,91
20389,Aditya Krishnan,9,English,50
20390,Amit Verma,11,Math,47
20391,Priya Krishnan,11,Geography,80
20392,Sameer Kaur,10,Math,82
20393,Neha Saxena,9,Geography,91
20394,Pooja Thakur,9,History,69
20395,Tanya Trivedi,12,Geography,76
20396,Rajesh Menon,11,Computer Science,67
20397,Kavya Nambiar,12,History,55
20398,Arjun Choudhary,9,Geography,97
20399,Tanya Bhat,11,Computer Science,74
20400,Ishita Shah,11,Computer Science,50
20401,Nisha Kumar,11,Math,36
20402,Yash Kapoor,12,Math,100
20403,Yuvraj Agarwal,12,Science,35
20404,Vivek Patel,12,Science,83
20405,Devansh Singh,10,English,46
20406,Divya Iyer,10,English,40
20407,Arjun Pillai,11,Geography,94
20408,Priya Desai,12,English,44
20409,Ananya Gupta,11,Math,78
20410,Rahul Chauhan,9,Computer Science,86
20411,Yash Bhat,12,Computer Science,95
20412,Kavya Saxena,12,Computer Science,83
20413,Pooja Mehta,12,Geography,61
20414,Rajesh Sharma,11,Computer Science,52
20415,Manav Kulkarni,12,English,92
20416,Aditi Joshi,12,English,92
20417,Arjun Sharma,12,Science,91
20418,Dhruv Sharma,9,English,93
20419,Anjali Sharma,12,Science,64
20420,Aditi Reddy,9,Geography,45
20421,Sameer Nair,9,Geography,59
20422,Sara Nair,12,Science,82
20423,Pooja Bose,10,Science,77
20424,Sara Kapoor,12,Math,52
20425,Ananya Iyer,10,Computer Science,68
20426,Tanya Trivedi,12,English,48
20427,Yuvraj Bose,9,Computer Science,83
20428,Sanya Nambiar,11,English,74
20429,Sara Desai,9,History,70
20430,Arjun Desai,9,Computer Science,72
20431,Divya Joshi,10,Science,100
20432,Gaurav Kapoor,11,Science,67
20433,Neha Reddy,10,Geography,89
20434,Priya Iyer,12,Math,65
20435,Sameer Reddy,9,Geography,59
20436,Vivek Menon,10,Math,90
20437,Yuvraj Choudhary,10,Computer Science,51
20438,Yash Iyer,12,English,86
20439,Neha Desai,12,Geography,36
20440,Pooja Malhotra,9,Math,83
20441,Ishita Mehta,12,Computer Science,77
20442,Aarohi Nair,12,Geography,53
20443,Aryan Singh,10,Computer Science,66
20444,Sneha Kulkarni,11,History,96
20445,Sanya Thakur,12,History,59
20446,Simran Menon,9,Math,99
20447,Aditya Agarwal,10,Geography,70
20448,Rajesh Patel,9,English,83
20449,Pallavi Thakur,9,Science,51
20450,Ishita Krishnan,9,Science,71
20451,Shreya Patel,11,Science,56
20452,Gaurav Menon,9,Science,54
20453,Kabir Desai,12,Math,74
20454,Yash Singh,9,English,44
20455,Pooja Chauhan,11,Computer Science,58
20456,Simran Kapoor,10,English,42
20457,Riya Kaur,12,History,80
20458,Karan Verma,12,Computer Science,66
20459,Sara Nair,10,Science,56
20460,Aarohi Malhotra,9,Geography,83
20461,Nikhil Desai,9,English,55
20462,Amit Mehta,12,History,87
20463,Dhruv Verma,12,History,56
20464,Meera Saxena,10,English,87
20465,Sanya Shah,11,English,83
20466,Sameer Kapoor,11,English,41
20467,Karan Joshi,12,Geography,87
20468,Rohan Malhotra,10,English,92
20469,Vivek Nambiar,12,History,50
20470,Sanya Sharma,10,Geography,86
20471,Rajesh Nambiar,9,Geography,53
20472,Anjali Iyer,9,Geography,92
20473,Priya Kapoor,12,Computer Science,54
20474,Vikram Patel,12,English,100
20475,Rajesh Reddy,9,Science,56
20476,Yuvraj Singh,11,History,48
20477,Yash Krishnan,9,Computer Science,45
20478,Nisha Reddy,10,Math,98
20479,Simran Malhotra,10,History,35
20480,Priya Kumar,10,English,95
20481,Rajesh Joshi,9,History,37
20482,Anjali Kapoor,9,Math,68
20483,Manav Rao,12,English,35
20484,Riya Reddy,11,History,77
20485,Manav Gupta,10,History,90
20486,Yuvraj Reddy,11,Computer Science,43
20487,Pooja Kaur,11,History,36
20488,Pallavi Nambiar,9,Geography,41
20489,Dhruv Thakur,11,English,44
20490,Dhruv Joshi,10,Geography,44
20491,Vivek Agarwal,9,English,40
20492,Aditi Menon,11,History,61
20493,Shreya Verma,11,Computer Science,77
20494,Nisha Kulkarni,10,Math,98
20495,Vivek Joshi,9,English,46
20496,Nikhil Malhotra,9,History,81
20497,Shreya Malhotra,10,Math,61
20498,Aarohi Choudhary,11,Science,85
20499,Devansh Mehta,12,History,68
20500,Karan Desai,10,Science,94
20501,Ananya Pillai,11,Math,71
20502,Rohan Mehta,11,English,71
20503,Simran Chauhan,9,History,86
20504,Divya Patel,10,Math,85
20505,Devansh Shah,12,History,90
20506,Shreya Trivedi,11,Science,44
20507,Simran Rao,9,Computer Science,41
20508,Priya Trivedi,11,History,79
20509,Simran Kumar,12,Science,43
20510,Sara Kaur,9,Geography,48
20511,Aarohi Singh,12,Math,56
20512,Aditi Menon,12,Science,89
20513,Rajesh Krishnan,12,Math,67
20514,Yash Rao,12,English,92
20515,Karan Malhotra,9,Geography,82
20516,Priya Reddy,12,Science,41
20517,Aditya Desai,12,Geography,100
20518,Arjun Trivedi,11,Geography,47
20519,Riya Iyer,9,Geography,58
20520,Sanya Bose,11,Science,81
20521,Simran Patel,12,Geography,39
20522,Simran Bhat,10,Science,68
20523,Aditya Agarwal,9,Computer Science,67
20524,Vivek Kapoor,10,English,36
20525,Pooja Thakur,12,Math,94
20526,Sameer Agarwal,11,History,78
20527,Aryan Kaur,11,History,60
20528,Riya Desai,9,English,57
20529,Aditi Thakur,10,English,100
20530,Karan Sharma,10,Geography,52
20531,Kabir Iyer,12,Computer Science,56
20532,Anjali Iyer,12,History,58
20533,Simran Nambiar,12,History,70
20534,Sneha Thakur,9,Math,44
20535,Ananya Chauhan,10,Computer Science,68
20536,Yash Kumar,10,Math,97
20537,Nisha Kaur,9,Math,100
20538,Aryan Agarwal,12,Math,35
20539,Kabir Saxena,10,History,98
20540,Sameer Menon,11,Math,85
20541,Divya Kulkarni,11,English,77
20542,Riya Kumar,9,History,70
20543,Sameer Kapoor,12,History,95
20544,Gaurav Kaur,9,Science,53
20545,Nisha Kumar,11,Geography,49
20546,Gaurav Gupta,9,Math,36
20547,Priya Bose,11,Computer Science,84
20548,Pallavi Trivedi,10,Computer Science,80
20549,Yash Iyer,10,Science,40
20550,Pallavi Bhat,10,History,76
20551,Gaurav Gupta,11,Science,64
20552,Sanya Malhotra,10,History,68
20553,Kavya Pillai,12,Math,75
20554,Dhruv Agarwal,10,History,40
20555,Kavya Kaur,12,Science,85
20556,Ananya Choudhary,9,History,99
20557,Vivek Kumar,10,Geography,61
20558,Sneha Trivedi,11,English,92
20559,Pallavi Verma,12,History,65
20560,Rohan Gupta,12,Science,83
20561,Karan Verma,11,Geography,38
20562,Sameer Kulkarni,11,Computer Science,54
20563,Ananya Chauhan,9,Science,39
20564,Shreya Bhat,9,Science,78
20565,Siddharth Kumar,11,Science,66
20566,Aditya Kumar,11,History,47
20567,Rohan Joshi,11,Geography,96
20568,Neha Bhat,12,Computer Science,57
20569,Yuvraj Chauhan,11,History,75
20570,Manav Thakur,9,English,52
20571,Vivek Joshi,10,Math,73
20572,Riya Singh,11,Science,70
20573,Aarohi Joshi,11,Science,55
20574,Meera Singh,11,Geography,40
20575,Divya Kumar,10,Computer Science,66
20576,Priya Sharma,11,English,66
20577,Amit Bhat,10,Computer Science,89
20578,Ishita Gupta,11,English,59
20579,Anjali Bose,11,Science,46
20580,Riya Nambiar,11,History,77
20581,Neha Kaur,12,History,86
20582,Rahul Nair,11,English,41
20583,Sneha Mehta,11,Science,57
20584,Karan Gupta,11,Geography,100
20585,Aditi Singh,12,Science,48
20586,Amit Trivedi,12,Geography,74
20587,Aditya Iyer,11,Computer Science,41
20588,Manav Reddy,10,Geography,85
20589,Karan Kapoor,11,Geography,77
20590,Devansh Menon,12,History,81
20591,Kabir Verma,10,Science,65
20592,Shreya Nair,11,History,58
20593,Rahul Agarwal,9,History,55
20594,Amit Kaur,11,Computer Science,79
20595,Ananya Patel,10,Geography,74
20596,Devansh Gupta,12,Science,64
20597,Simran Verma,9,Computer Science,45
20598,Priya Thakur,10,Math,66
20599,Shreya Gupta,9,Math,86
20600,Neha Desai,12,English,98
20601,Yuvraj Kaur,10,Computer Science,56
20602,Meera Nair,9,English,69
20603,Aditya Kulkarni,10,Geography,64
20604,Yash Krishnan,12,English,69
20605,Aryan Pillai,11,Math,51
20606,Amit Sharma,9,History,51
20607,Rahul Nambiar,10,Science,91
20608,Kabir Mehta,11,Geography,78
20609,Divya Kulkarni,10,Math,68
20610,Divya Krishnan,9,Computer Science,67
20611,Ishita Verma,12,Geography,90
20612,Aryan Kapoor,9,Math,86
20613,Yash Trivedi,9,Science,67
20614,Gaurav Patel,12,Geography,44
20615,Pallavi Saxena,9,Math,48
20616,Ananya Menon,9,Geography,92
20617,Yash Kaur,10,History,69
20618,Vikram Saxena,9,Math,92
20619,Ananya Desai,11,Computer Science,89
20620,Nikhil Rao,10,Geography,35
20621,Shreya Rao,9,Science,47
20622,Amit Mehta,12,Math,42
20623,Nisha Malhotra,10,Math,63
20624,Tanya Pillai,10,Math,40
20625,Nisha Agarwal,10,Computer Science,98
20626,Vikram Kapoor,9,Geography,75
20627,Sanya Shah,12,Computer Science,95
20628,Vikram Joshi,9,English,64
20629,Devansh Shah,9,Math,95
20630,Nisha Bose,11,English,100
20631,Kavya Kaur,9,Math,90
20632,Rohan Saxena,9,Science,100
20633,Sara Nambiar,9,History,73
20634,Meera Joshi,12,Science,87
20635,Kabir Trivedi,9,Geography,99
20636,Ishita Nambiar,9,Science,47
20637,Vikram Bhat,12,Math,42
20638,Gaurav Sharma,9,History,84
20639,Sanya Malhotra,11,Computer Science,42
20640,Rajesh Patel,12,Science,67
20641,Pooja Gupta,11,Science,46
20642,Karan Nambiar,9,English,54
20643,Shreya Chauhan,11,History,75
20644,Rajesh Patel,9,Science,95
20645,Sameer Kapoor,10,History,76
20646,Tanya Trivedi,11,Geography,45
20647,Riya Singh,9,Science,59
20648,Riya Patel,10,History,69
20649,Nikhil Krishnan,12,Science,48
20650,Aarohi Trivedi,12,Geography,75
20651,Divya Gupta,12,History,35
20652,Kabir Chauhan,12,Geography,49
20653,Simran Reddy,10,Geography,36
20654,Rohan Nambiar,12,English,39
20655,Sara Kulkarni,9,Geography,70
20656,Shreya Patel,9,History,69
20657,Kabir Nambiar,12,Science,46
20658,Anjali Chauhan,12,Computer Science,49
20659,Vivek Kumar,12,Geography,100
20660,Devansh Desai,11,Math,90
20661,Rahul Trivedi,11,Geography,84
20662,Karan Gupta,9,English,80
20663,Sara Mehta,11,Computer Science,93
20664,Gaurav Sharma,9,Science,58
20665,Manav Mehta,11,History,78
20666,Aryan Chauhan,9,Geography,49
20667,Manav Bhat,11,Geography,42
20668,Ananya Chauhan,9,Computer Science,42
20669,Tanya Mehta,9,Math,94
20670,Pallavi Krishnan,10,Geography,60
20671,Nikhil Kumar,10,English,73
20672,Meera Agarwal,11,Math,60
20673,Siddharth Kaur,12,Science,57
20674,Sanya Shah,9,Geography,57
20675,Anjali Pillai,10,Science,82
20676,Nikhil Bose,11,History,88
20677,Manav Verma,12,Computer Science,52
20678,Karan Kulkarni,12,Science,83
20679,Pallavi Gupta,9,Math,36
20680,Tanya Bhat,9,History,80
20681,Rajesh Krishnan,11,Math,88
20682,Divya Saxena,9,Math,90
20683,Kavya Nambiar,10,Math,94
20684,Siddharth Kumar,10,Math,99
20685,Nikhil Chauhan,10,Geography,96
20686,Amit Pillai,9,English,58
20687,Divya Agarwal,9,Geography,78
20688,Devansh Menon,9,Science,38
20689,Aarohi Kaur,11,History,72
20690,Manav Nambiar,12,English,49
20691,Aditya Gupta,9,Geography,97
20692,Aryan Reddy,11,Math,82
20693,Sara Patel,11,Science,72
20694,Kabir Menon,10,Math,54
20695,Priya Singh,11,Geography,54
20696,Karan Nair,11,History,62
20697,Kavya Chauhan,10,Science,100
20698,Karan Nair,12,Computer Science,62
20699,Pooja Singh,11,Math,48
20700,Simran Singh,12,Math,94
20701,Anjali Verma,11,Geography,97
20702,Kabir Bhat,12,Computer Science,57
20703,Rajesh Gupta,12,English,59
20704,Aryan Mehta,9,History,70
20705,Simran Bhat,12,Math,42
20706,Kabir Desai,12,Math,97
20707,Riya Agarwal,10,Science,39
20708,Sameer Rao,12,English,41
20709,Aditya Bose,10,Computer Science,63
20710,Priya Patel,12,Math,69
20711,Nikhil Kulkarni,9,English,66
20712,Aryan Bose,12,Geography,99
20713,Nisha Shah,9,Computer Science,48
20714,Aarohi Choudhary,9,History,70
20715,Arjun Reddy,12,Geography,45
20716,Siddharth Gupta,12,Computer Science,89
20717,Siddharth Trivedi,9,Math,91
20718,Gaurav Nair,9,Geography,66
20719,Arjun Agarwal,12,Math,100
20720,Anjali Pillai,11,English,65
20721,Divya Iyer,12,Geography,89
20722,Aryan Chauhan,11,Geography,71
20723,Dhruv Pillai,10,Computer Science,86
20724,Simran Menon,11,Math,62
20725,Pooja Kumar,11,Geography,40
20726,Kabir Desai,10,Science,75
20727,Kabir Kapoor,11,Geography,96
20728,Aditya Bose,12,History,91
20729,Meera Verma,10,Science,40
20730,Ishita Verma,11,English,41
20731,Ishita Agarwal,10,Computer Science,97
20732,Meera Agarwal,10,English,38
20733,Rohan Joshi,9,Geography,96
20734,Shreya Bhat,12,Geography,76
20735,Gaurav Kumar,10,Geography,84
20736,Rajesh Saxena,12,History,49
20737,Tanya Kumar,9,History,85
20738,Rajesh Agarwal,9,Math,81
20739,Shreya Bhat,11,Math,35
20740,Sneha Sharma,9,Geography,69
20741,Rohan Patel,10,History,70
20742,Rahul Gupta,9,History,77
20743,Vivek Menon,10,Math,47
20744,Neha Patel,11,Science,48
20745,Riya Kumar,12,Science,41
20746,Pallavi Kapoor,11,Computer Science,48
20747,Simran Thakur,12,History,88
20748,Aditya Kumar,9,Math,91
20749,Ananya Rao,10,Science,54
20750,Kabir Trivedi,11,History,54
20751,Anjali Nair,11,Computer Science,97
20752,Priya Kulkarni,9,English,95
20753,Vivek Patel,11,Math,74
20754,Vivek Reddy,9,English,93
20755,Kabir Rao,11,Science,48
20756,Sanya Agarwal,10,Math,93
20757,Neha Kumar,12,History,91
20758,Amit Iyer,12,English,65
20759,Meera Thakur,9,History,50
20760,Dhruv Kapoor,11,English,67
20761,Manav Saxena,9,Computer Science,96
20762,Meera Singh,9,Science,84
20763,Sara Kapoor,10,Science,44
20764,Priya Gupta,11,Science,40
20765,Vikram Singh,9,Science,70
20766,Rajesh Kapoor,11,Science,51
20767,Amit Joshi,10,English,53
20768,Aditya Agarwal,9,English,64
20769,Gaurav Chauhan,11,Math,49
20770,Rahul Verma,9,History,74
20771,Yash Chauhan,9,Math,57
20772,Dhruv Malhotra,10,History,99
20773,Nikhil Nair,10,English,38
20774,Sameer Sharma,11,Science,69
20775,Sneha Verma,11,Science,45
20776,Tanya Desai,9,Math,69
20777,Rahul Malhotra,10,Geography,88
20778,Gaurav Agarwal,11,History,76
20779,Shreya Gupta,9,Geography,85
20780,Kabir Trivedi,12,Math,67
20781,Rahul Thakur,10,English,69
20782,Tanya Rao,12,Math,37
20783,Kabir Desai,10,English,95
20784,Riya Bhat,12,Geography,98
20785,Sneha Nair,9,Math,88
20786,Sameer Saxena,10,English,94
20787,Simran Singh,12,Geography,61
20788,Tanya Iyer,10,Computer Science,91
20789,Karan Chauhan,10,English,80
20790,Neha Kaur,10,Math,92
20791,Priya Mehta,9,Science,76
20792,Rohan Krishnan,12,English,92
20793,Nisha Bhat,12,Science,60
20794,Aditya Iyer,12,Computer Science,54
20795,Aditi Patel,9,English,83
20796,Manav Pillai,11,History,85
20797,Sanya Kulkarni,12,Math,61
20798,Sneha Kulkarni,11,Math,48
20799,Nisha Thakur,10,History,79
20800,Siddharth Pillai,10,Science,92
20801,Anjali Patel,9,Science,91
20802,Manav Nair,10,Science,79
20803,Manav Trivedi,11,Geography,58
20804,Meera Chauhan,12,History,76
20805,Meera Mehta,10,Science,73
20806,Aditya Desai,12,English,49
20807,Pooja Singh,10,History,88
20808,Aryan Sharma,11,History,79
20809,Sneha Joshi,10,Science,96
20810,Karan Joshi,11,English,47
20811,Kavya Mehta,10,Geography,67
20812,Nisha Kumar,12,History,44
20813,Sneha Desai,11,Computer Science,100
20814,Anjali Bhat,11,English,98
20815,Dhruv Krishnan,11,Math,56
20816,Pallavi Pillai,11,Computer Science,35
20817,Karan Iyer,9,Math,48
20818,Shreya Gupta,9,English,56
20819,Anjali Gupta,10,Computer Science,40
20820,Anjali Kulkarni,9,Math,91
20821,Shreya Iyer,9,Geography,96
20822,Amit Menon,9,Geography,98
20823,Aditya Gupta,12,Science,70
20824,Neha Sharma,10,History,56
20825,Rajesh Singh,9,Math,61
20826,Meera Malhotra,10,Science,83
20827,Priya Malhotra,9,Science,54
20828,Rohan Pillai,11,Computer Science,54
20829,Arjun Kapoor,10,Computer Science,94
20830,Simran Iyer,9,English,38
20831,Arjun Agarwal,10,Science,80
20832,Pooja Iyer,10,Math,61
20833,Anjali Desai,9,Geography,66
20834,Nisha Nambiar,10,Science,71
20835,Yuvraj Kulkarni,10,History,67
20836,Rohan Joshi,9,Math,48
20837,Neha Joshi,10,English,47
20838,Riya Agarwal,11,History,65
20839,Rajesh Desai,10,Science,86
20840,Neha Saxena,9,History,89
20841,Ishita Choudhary,9,Computer Science,79
20842,Aarohi Rao,11,Science,74
20843,Aditya Rao,11,History,91
20844,Priya Rao,9,Science,91
20845,Kabir Choudhary,12,Geography,87
20846,Anjali Kapoor,12,Geography,50
20847,Vikram Malhotra,11,Geography,41
20848,Ananya Kumar,11,Geography,59
20849,Sara Kumar,12,History,77
20850,Kavya Sharma,12,Computer Science,95
20851,Nikhil Desai,9,History,56
20852,Anjali Pillai,10,History,80
20853,Dhruv Sharma,10,Math,57
20854,Sameer Mehta,10,Math,63
20855,Siddharth Bhat,12,Math,92
20856,Shreya Nair,12,English,86
20857,Ananya Nair,10,Science,76
20858,Yash Verma,12,Computer Science,66
20859,Sameer Reddy,10,Computer Science,52
20860,Sanya Malhotra,9,Geography,96
20861,Sanya Kaur,12,Science,60
20862,Aditi Nair,11,Math,75
20863,Sameer Bhat,11,English,90
20864,Dhruv Agarwal,11,Geography,74
20865,Simran Mehta,12,History,82
20866,Sanya Menon,11,Geography,81
20867,Yuvraj Verma,10,Computer Science,37
20868,Pallavi Trivedi,9,Geography,45
20869,Pooja Gupta,9,Computer Science,83
20870,Riya Shah,10,Science,80
20871,Sanya Krishnan,10,History,71
20872,Karan Bhat,11,Computer Science,78
20873,Pooja Iyer,11,Geography,81
20874,Dhruv Kulkarni,10,Geography,47
20875,Sanya Shah,11,Geography,88
20876,Meera Gupta,10,History,92
20877,Arjun Saxena,12,Geography,93
20878,Dhruv Bhat,9,Geography,98
20879,Sanya Pillai,10,Math,73
20880,Rajesh Iyer,10,English,97
20881,Gaurav Patel,12,Math,76
20882,Rahul Agarwal,10,Math,85
20883,Kabir Iyer,11,History,52
20884,Rahul Nair,11,Computer Science,49
20885,Sameer Bose,9,English,62
20886,Sanya Kulkarni,12,Science,84
20887,Siddharth Bhat,11,Computer Science,90
20888,Pallavi Shah,11,Computer Science,62
20889,Sanya Kulkarni,11,History,85
20890,Manav Verma,9,Geography,41
20891,Priya Trivedi,9,History,41
20892,Neha Bhat,10,Computer Science,48
20893,Priya Kapoor,12,English,65
20894,Gaurav Menon,12,Math,85
20895,Dhruv Patel,10,English,94
20896,Manav Rao,12,Computer Science,43
20897,Devansh Nambiar,12,Computer Science,56
20898,Divya Bhat,12,Math,66
20899,Ananya Sharma,10,Geography,95
20900,Divya Joshi,10,Computer Science,38
20901,Rahul Patel,12,History,73
20902,Sneha Kaur,10,Computer Science,73
20903,Aryan Shah,11,Math,70
20904,Yash Bhat,10,Geography,43
20905,Neha Saxena,10,Computer Science,40
20906,Rahul Bhat,12,Computer Science,76
20907,Neha Bhat,12,Geography,97
20908,Karan Joshi,9,English,95
20909,Tanya Kulkarni,11,Science,53
20910,Sneha Patel,12,History,53
20911,Shreya Nair,12,Science,41
20912,Neha Singh,10,History,39
20913,Neha Desai,11,Geography,76
20914,Aarohi Kapoor,11,Geography,74
20915,Shreya Nambiar,9,Computer Science,42
20916,Gaurav Kapoor,11,Geography,63
20917,Simran Patel,12,Geography,54
20918,Amit Saxena,9,Computer Science,99
20919,Manav Patel,10,Computer Science,44
20920,Sanya Reddy,11,Math,72
20921,Nisha Verma,11,Geography,72
20922,Nikhil Malhotra,9,Computer Science,48
20923,Simran Trivedi,12,Math,87
20924,Rohan Singh,9,Science,70
20925,Sara Kulkarni,9,Science,58
20926,Meera Kulkarni,12,Science,80
20927,Neha Gupta,10,Science,87
20928,Devansh Gupta,11,English,63
20929,Vikram Gupta,10,Computer Science,52
20930,Shreya Desai,9,Math,47
20931,Amit Nambiar,12,Geography,81
20932,Priya Kaur,11,English,42
20933,Rajesh Patel,11,Geography,44
20934,Ananya Kumar,11,Computer Science,90
20935,Yuvraj Bhat,9,Computer Science,42
20936,Priya Gupta,12,Science,49
20937,Yash Desai,12,History,37
20938,Priya Verma,10,Geography,55
20939,Aditi Choudhary,11,English,86
20940,Kavya Gupta,11,Science,46
20941,Arjun Saxena,9,Math,98
20942,Pallavi Agarwal,10,Math,93
20943,Neha Shah,11,History,96
20944,Rohan Nambiar,12,English,59
20945,Nisha Desai,11,History,81
20946,Simran Desai,10,Geography,74
20947,Sanya Rao,9,Science,100
20948,Anjali Agarwal,11,English,58
20949,Gaurav Reddy,10,Science,99
20950,Sameer Joshi,12,Computer Science,58
20951,Yuvraj Menon,12,Math,95
20952,Devansh Bose,12,Geography,36
20953,Anjali Kapoor,10,Science,59
20954,Anjali Sharma,9,Computer Science,83
20955,Pallavi Kapoor,11,Math,92
20956,Rajesh Singh,12,Computer Science,79
20957,Divya Bhat,9,Computer Science,61
20958,Pooja Verma,12,Computer Science,86
20959,Divya Kumar,10,Science,93
20960,Kabir Kumar,10,Computer Science,66
20961,Sameer Trivedi,12,Geography,89
20962,Karan Iyer,9,Science,78
20963,Nikhil Krishnan,10,Geography,91
20964,Yuvraj Choudhary,12,Math,71
20965,Yuvraj Chauhan,12,Computer Science,60
20966,Ananya Pillai,12,English,69
20967,Rahul Kaur,11,English,80
20968,Meera Trivedi,10,English,70
20969,Aditi Desai,12,Science,76
20970,Pooja Verma,11,English,96
20971,Shreya Thakur,10,Geography,96
20972,Aditi Menon,10,Computer Science,86
20973,Vivek Menon,9,Science,46
20974,Priya Agarwal,11,Geography,77
20975,Nisha Thakur,10,Geography,55
20976,Pallavi Patel,12,Computer Science,84
20977,Divya Thakur,9,Geography,79
20978,Ananya Gupta,12,Science,42
20979,Vivek Rao,9,Math,39
20980,Siddharth Agarwal,9,Math,92
20981,Yash Saxena,9,Science,90
20982,Karan Rao,9,Math,63
20983,Sneha Kulkarni,9,History,53
20984,Pallavi Agarwal,11,Computer Science,71
20985,Simran Joshi,12,Science,57
20986,Nikhil Trivedi,12,English,39
20987,Amit Reddy,10,Geography,84
20988,Nisha Sharma,9,Geography,86
20989,Nisha Joshi,11,Computer Science,81
20990,Pooja Bose,11,History,36
20991,Aarohi Saxena,9,Computer Science,98
20992,Sara Shah,11,English,35
20993,Simran Mehta,10,Geography,97
20994,Shreya Rao,9,Math,97
20995,Yuvraj Kulkarni,9,English,99
20996,Sara Kapoor,10,Math,70
20997,Pooja Krishnan,9,Computer Science,64
20998,Siddharth Mehta,11,Science,61
20999,Manav Nair,11,Science,58
21000,Rohan Shah,9,Science,98
21001,Aditya Nambiar,10,Geography,45
21002,Pallavi Shah,9,Computer Science,47
21003,Arjun Kulkarni,11,Math,47
21004,Amit Kulkarni,10,English,68
21005,Nikhil Choudhary,12,History,81
21006,Ishita Bose,12,Geography,40
21007,Anjali Saxena,10,History,100
21008,Arjun Trivedi,11,English,54
21009,Siddharth Bhat,10,Geography,45
21010,Gaurav Malhotra,9,Computer Science,70
21011,Shreya Kaur,9,Geography,43
21012,Neha Thakur,9,Computer Science,37
21013,Vikram Kumar,11,Geography,49
21014,Shreya Choudhary,12,History,36
21015,Simran Verma,11,Science,68
21016,Neha Sharma,10,Math,94
21017,Aryan Bhat,9,English,81
21018,Manav Rao,11,History,74
21019,Ishita Rao,10,English,69
21020,Aarohi Verma,10,Geography,78
21021,Gaurav Thakur,11,Science,78
21022,Ishita Kumar,10,English,52
21023,Karan Trivedi,9,English,54
21024,Divya Bhat,11,Science,57
21025,Pallavi Menon,9,Science,96
21026,Rajesh Shah,12,History,52
21027,Rohan Joshi,11,Math,70
21028,Nikhil Saxena,10,Science,58
21029,Dhruv Chauhan,11,English,63
21030,Rahul Gupta,9,History,97
21031,Manav Chauhan,11,Science,79
21032,Amit Nair,11,Geography,54
21033,Manav Menon,12,History,68
21034,Rahul Bose,9,Computer Science,85
21035,Shreya Malhotra,11,History,38
21036,Vikram Thakur,12,English,70
21037,Ananya Choudhary,10,Computer Science,92
21038,Aditi Iyer,11,Math,78
21039,Manav Iyer,9,English,49
21040,Simran Kapoor,11,History,100
21041,Sanya Iyer,10,Science,82
21042,Sara Thakur,12,History,83
21043,Ishita Reddy,9,Geography,45
21044,Arjun Saxena,12,Science,56
21045,Nisha Reddy,10,English,59
21046,Simran Chauhan,12,Science,39
21047,Simran Shah,9,Computer Science,61
21048,Vikram Krishnan,12,Computer Science,92
21049,Vivek Shah,10,Science,52
21050,Nisha Mehta,12,English,78
21051,Anjali Reddy,11,Geography,44
21052,Amit Shah,11,Geography,36
21053,Aryan Saxena,9,History,47
21054,Riya Saxena,12,Math,49
21055,Meera Nambiar,11,Geography,95
21056,Ishita Joshi,11,Math,46
21057,Arjun Bose,10,Geography,96
21058,Nisha Rao,10,Math,42
21059,Manav Kaur,9,Geography,84
21060,Anjali Iyer,11,Computer Science,89
21061,Gaurav Agarwal,9,Math,91
21062,Sanya Joshi,10,Computer Science,53
21063,Nikhil Thakur,10,Math,71
21064,Devansh Joshi,10,Geography,53
21065,Rohan Joshi,11,Science,77
21066,Priya Patel,10,Geography,73
21067,Priya Shah,10,English,38
21068,Pallavi Kapoor,11,Science,85
21069,Rahul Agarwal,12,History,82
21070,Yash Choudhary,10,Math,47
21071,Nisha Sharma,9,Geography,87
21072,Siddharth Pillai,12,English,42
21073,Arjun Nambiar,11,Science,55
21074,Sara Patel,10,Science,39
21075,Aditya Trivedi,10,Science,36
21076,Aditi Reddy,10,Science,42
21077,Pooja Rao,11,History,52
21078,Neha Kapoor,10,English,79
21079,Dhruv Agarwal,10,Computer Science,71
21080,Yuvraj Krishnan,11,Science,90
21081,Neha Choudhary,11,Geography,66
21082,Kabir Choudhary,9,Geography,50
21083,Simran Pillai,10,History,90
21084,Nikhil Rao,12,Science,82
21085,Pallavi Desai,12,History,55
21086,Riya Gupta,12,English,68
